#     thickness (A)        interface (A)       rho (1e-6/A^2)      irho (1e-6/A^2)
                   0     82.8537598218402                6.124                    0
    306.911734716538     12.0760355522685     2.49051835498755                    0
    42.1565770653326     16.3613502436137     2.95453568704163                    0
    534.097796456954      6.5801099224618               6.4962                    0
    52.7285725555837     9.98803447365394    -3.13260915676247                    0
    27.3289856428572     1.12620312374914     2.67539629293123                    0
                   0                    0                 2.07                    0
