#     thickness (A)        interface (A)       rho (1e-6/A^2)      irho (1e-6/A^2)
                   0     81.7346996638553                6.048                    0
    279.375502801524     9.49186645272513     1.71842971203629                    0
    566.531572352831     9.23564570108628                6.437                    0
    52.0174727400459     8.66634864294815    -2.72915104722704                    0
    29.6348236887546     1.67082041403329     2.77547984942006                    0
                   0                    0                 2.07                    0
