#      z (A)        rho (1e-6/A2)       irho (1e-6/A2)
-10.00000000   0.99887284   0.00000000
  0.00000000   0.99887284   0.00000000
  0.00000000   6.39398774   0.00000000
555.65304067   6.39398774   0.00000000
555.65304067  -2.35325622   0.00000000
606.15774105  -2.35325622   0.00000000
606.15774105   3.54929095   0.00000000
623.97604923   3.54929095   0.00000000
623.97604923   2.07000000   0.00000000
633.97604923   2.07000000   0.00000000
