#     thickness (A)        interface (A)       rho (1e-6/A^2)      irho (1e-6/A^2)
                   0     68.2002243244786                6.048                    0
    225.047287256596     24.6251004500455     2.67940955653234                    0
    33.7517420594035     9.88150437257588     1.20797883278042                    0
    561.411792061263     9.63434113951917                6.437                    0
    51.9882845270368     8.68020256498184    -2.58882316909928                    0
    22.1508117250697     6.60928793748741     3.00955696204932                    0
                   0                    0                 2.07                    0
