#     thickness (A)        interface (A)       rho (1e-6/A^2)      irho (1e-6/A^2)
                   0     37.3681787034925                    1                    0
    52.2984214543485     12.2443697637558     3.08390371755454                    0
    548.759617652611     8.50696804156402                6.394                    0
    52.0909192007153     8.25061721787364    -0.81009033185769                    0
    24.3060205716823     10.1249200194811     2.40311586066248                    0
                   0                    0                 2.07                    0
